allocation_id,campaign_id,sku,store_id,planned_quantity,planned_receipt_date,allocation_phase,allocation_method,holdback_pct,planner_owner
A-905-S-097-BTS-005,C-2026-BTS,BTS-005,S-097,45,2026-07-30,initial,fair_share,0.12,Emma Wilson
A-906-S-097-BTS-006,C-2026-BTS,BTS-006,S-097,77,2026-07-28,initial,manual_override,0.12,Emma Wilson
A-907-S-097-BTS-007,C-2026-BTS,BTS-007,S-097,53,2026-07-29,initial,manual_override,0.09,Emma Wilson
A-908-S-097-BTS-008,C-2026-BTS,BTS-008,S-097,100,2026-07-29,initial,fair_share,0.11,Emma Wilson
A-909-S-097-BTS-009,C-2026-BTS,BTS-009,S-097,85,2026-07-27,initial,fair_share,0.11,Emma Wilson
A-910-S-097-BTS-010,C-2026-BTS,BTS-010,S-097,90,2026-07-28,initial,fair_share,0.11,Emma Wilson
A-911-S-064-BTS-001,C-2026-BTS,BTS-001,S-064,180,2026-07-30,transfer,fair_share,0.11,Emma Wilson
A-912-S-064-BTS-002,C-2026-BTS,BTS-002,S-064,49,2026-07-29,initial,door_index,0.08,Emma Wilson
A-913-S-064-BTS-003,C-2026-BTS,BTS-003,S-064,27,2026-07-30,initial,manual_override,0.1,Emma Wilson
A-914-S-064-BTS-004,C-2026-BTS,BTS-004,S-064,25,2026-07-30,initial,size_curve,0.08,Emma Wilson
A-915-S-064-BTS-005,C-2026-BTS,BTS-005,S-064,42,2026-07-28,initial,manual_override,0.05,Emma Wilson
A-916-S-064-BTS-006,C-2026-BTS,BTS-006,S-064,18,2026-07-29,initial,fair_share,0.1,Emma Wilson
A-917-S-064-BTS-007,C-2026-BTS,BTS-007,S-064,22,2026-07-30,replenishment,manual_override,0.11,Emma Wilson
A-918-S-064-BTS-008,C-2026-BTS,BTS-008,S-064,35,2026-07-27,initial,size_curve,0.07,Emma Wilson
A-919-S-064-BTS-009,C-2026-BTS,BTS-009,S-064,22,2026-07-28,initial,door_index,0.12,Emma Wilson
A-920-S-064-BTS-010,C-2026-BTS,BTS-010,S-064,27,2026-07-27,replenishment,fair_share,0.1,Emma Wilson
A-921-S-051-BTS-001,C-2026-BTS,BTS-001,S-051,200,2026-07-30,replenishment,door_index,0.07,Emma Wilson
A-922-S-051-BTS-002,C-2026-BTS,BTS-002,S-051,79,2026-07-27,initial,size_curve,0.06,Emma Wilson
A-923-S-051-BTS-003,C-2026-BTS,BTS-003,S-051,86,2026-07-29,initial,size_curve,0.07,Emma Wilson
A-924-S-051-BTS-004,C-2026-BTS,BTS-004,S-051,48,2026-07-30,initial,fair_share,0.08,Emma Wilson
A-925-S-051-BTS-005,C-2026-BTS,BTS-005,S-051,47,2026-07-27,initial,door_index,0.13,Emma Wilson
A-926-S-051-BTS-006,C-2026-BTS,BTS-006,S-051,54,2026-07-28,initial,door_index,0.11,Emma Wilson
A-927-S-051-BTS-007,C-2026-BTS,BTS-007,S-051,75,2026-07-29,initial,manual_override,0.14,Emma Wilson
A-928-S-051-BTS-008,C-2026-BTS,BTS-008,S-051,53,2026-07-27,replenishment,size_curve,0.05,Emma Wilson
A-929-S-051-BTS-009,C-2026-BTS,BTS-009,S-051,67,2026-07-29,initial,manual_override,0.11,Emma Wilson
A-930-S-051-BTS-010,C-2026-BTS,BTS-010,S-051,97,2026-07-29,replenishment,fair_share,0.09,Emma Wilson
A-931-S-011-BTS-001,C-2026-BTS,BTS-001,S-011,180,2026-07-30,transfer,fair_share,0.09,Emma Wilson
A-932-S-011-BTS-002,C-2026-BTS,BTS-002,S-011,40,2026-07-27,replenishment,fair_share,0.1,Emma Wilson
A-933-S-011-BTS-003,C-2026-BTS,BTS-003,S-011,30,2026-07-30,initial,fair_share,0.12,Emma Wilson
A-934-S-011-BTS-004,C-2026-BTS,BTS-004,S-011,41,2026-07-29,initial,size_curve,0.07,Emma Wilson
A-935-S-011-BTS-005,C-2026-BTS,BTS-005,S-011,20,2026-07-30,initial,size_curve,0.07,Emma Wilson
A-936-S-011-BTS-006,C-2026-BTS,BTS-006,S-011,44,2026-07-30,transfer,manual_override,0.13,Emma Wilson
A-937-S-011-BTS-007,C-2026-BTS,BTS-007,S-011,60,2026-07-27,initial,size_curve,0.11,Emma Wilson
A-938-S-011-BTS-008,C-2026-BTS,BTS-008,S-011,60,2026-07-30,replenishment,fair_share,0.09,Emma Wilson
A-939-S-011-BTS-009,C-2026-BTS,BTS-009,S-011,59,2026-07-28,initial,size_curve,0.09,Emma Wilson
A-940-S-011-BTS-010,C-2026-BTS,BTS-010,S-011,32,2026-07-29,initial,fair_share,0.11,Emma Wilson
A-941-S-019-BTS-001,C-2026-BTS,BTS-001,S-019,200,2026-07-30,initial,size_curve,0.14,Emma Wilson
A-942-S-019-BTS-002,C-2026-BTS,BTS-002,S-019,47,2026-07-27,initial,fair_share,0.09,Emma Wilson
A-943-S-019-BTS-003,C-2026-BTS,BTS-003,S-019,51,2026-07-30,initial,door_index,0.06,Emma Wilson
A-944-S-019-BTS-004,C-2026-BTS,BTS-004,S-019,61,2026-07-29,initial,manual_override,0.12,Emma Wilson
A-945-S-019-BTS-005,C-2026-BTS,BTS-005,S-019,88,2026-07-29,initial,door_index,0.08,Emma Wilson
A-946-S-019-BTS-006,C-2026-BTS,BTS-006,S-019,97,2026-07-28,initial,manual_override,0.08,Emma Wilson
A-947-S-019-BTS-007,C-2026-BTS,BTS-007,S-019,44,2026-07-28,initial,manual_override,0.1,Emma Wilson
A-948-S-019-BTS-008,C-2026-BTS,BTS-008,S-019,93,2026-07-30,initial,size_curve,0.1,Emma Wilson
A-949-S-019-BTS-009,C-2026-BTS,BTS-009,S-019,63,2026-07-30,initial,manual_override,0.06,Emma Wilson
A-950-S-019-BTS-010,C-2026-BTS,BTS-010,S-019,65,2026-07-29,initial,fair_share,0.06,Emma Wilson
A-951-S-044-BTS-001,C-2026-BTS,BTS-001,S-044,200,2026-07-30,initial,manual_override,0.07,Emma Wilson
A-952-S-044-BTS-002,C-2026-BTS,BTS-002,S-044,53,2026-07-30,initial,door_index,0.1,Emma Wilson
A-953-S-044-BTS-003,C-2026-BTS,BTS-003,S-044,66,2026-07-27,initial,fair_share,0.08,Emma Wilson
A-954-S-044-BTS-004,C-2026-BTS,BTS-004,S-044,44,2026-07-30,replenishment,door_index,0.13,Emma Wilson
A-955-S-044-BTS-005,C-2026-BTS,BTS-005,S-044,73,2026-07-28,initial,size_curve,0.12,Emma Wilson
A-956-S-044-BTS-006,C-2026-BTS,BTS-006,S-044,90,2026-07-28,initial,manual_override,0.1,Emma Wilson
A-957-S-044-BTS-007,C-2026-BTS,BTS-007,S-044,76,2026-07-29,replenishment,size_curve,0.07,Emma Wilson
A-958-S-044-BTS-008,C-2026-BTS,BTS-008,S-044,56,2026-07-29,initial,size_curve,0.13,Emma Wilson
A-959-S-044-BTS-009,C-2026-BTS,BTS-009,S-044,43,2026-07-29,initial,manual_override,0.15,Emma Wilson
A-960-S-044-BTS-010,C-2026-BTS,BTS-010,S-044,79,2026-07-29,initial,size_curve,0.07,Emma Wilson
A-961-S-083-BTS-001,C-2026-BTS,BTS-001,S-083,180,2026-07-29,initial,fair_share,0.05,Emma Wilson
A-962-S-083-BTS-002,C-2026-BTS,BTS-002,S-083,60,2026-07-29,initial,size_curve,0.07,Emma Wilson
A-963-S-083-BTS-003,C-2026-BTS,BTS-003,S-083,75,2026-07-30,initial,size_curve,0.06,Emma Wilson
A-964-S-083-BTS-004,C-2026-BTS,BTS-004,S-083,68,2026-07-29,initial,fair_share,0.14,Emma Wilson
A-965-S-083-BTS-005,C-2026-BTS,BTS-005,S-083,65,2026-07-27,initial,manual_override,0.14,Emma Wilson
A-966-S-083-BTS-006,C-2026-BTS,BTS-006,S-083,49,2026-07-30,transfer,size_curve,0.11,Emma Wilson
A-967-S-083-BTS-007,C-2026-BTS,BTS-007,S-083,58,2026-07-27,replenishment,door_index,0.13,Emma Wilson
A-968-S-083-BTS-008,C-2026-BTS,BTS-008,S-083,86,2026-07-27,initial,fair_share,0.12,Emma Wilson
A-969-S-083-BTS-009,C-2026-BTS,BTS-009,S-083,97,2026-07-30,initial,fair_share,0.08,Emma Wilson
A-970-S-083-BTS-010,C-2026-BTS,BTS-010,S-083,65,2026-07-29,initial,fair_share,0.08,Emma Wilson
A-971-S-025-FCL-001,C-2026-FCL,FCL-001,S-025,200,2026-08-29,replenishment,manual_override,0.12,Marcus Lee
A-972-S-025-FCL-002,C-2026-FCL,FCL-002,S-025,66,2026-08-29,replenishment,fair_share,0.06,Marcus Lee
A-973-S-025-FCL-003,C-2026-FCL,FCL-003,S-025,59,2026-08-27,transfer,size_curve,0.06,Marcus Lee
A-974-S-025-FCL-004,C-2026-FCL,FCL-004,S-025,77,2026-08-27,initial,manual_override,0.11,Marcus Lee
A-975-S-025-FCL-005,C-2026-FCL,FCL-005,S-025,57,2026-08-27,initial,manual_override,0.12,Marcus Lee
A-976-S-025-FCL-006,C-2026-FCL,FCL-006,S-025,88,2026-08-29,initial,manual_override,0.08,Marcus Lee
A-977-S-025-FCL-007,C-2026-FCL,FCL-007,S-025,71,2026-08-30,replenishment,size_curve,0.13,Marcus Lee
A-978-S-025-FCL-008,C-2026-FCL,FCL-008,S-025,59,2026-08-27,initial,manual_override,0.07,Marcus Lee
A-979-S-025-FCL-009,C-2026-FCL,FCL-009,S-025,90,2026-08-30,initial,size_curve,0.15,Marcus Lee
A-980-S-025-FCL-010,C-2026-FCL,FCL-010,S-025,93,2026-08-27,initial,size_curve,0.09,Marcus Lee
A-981-S-075-FCL-001,C-2026-FCL,FCL-001,S-075,200,2026-08-29,initial,size_curve,0.1,Marcus Lee
A-982-S-075-FCL-002,C-2026-FCL,FCL-002,S-075,44,2026-08-28,initial,manual_override,0.14,Marcus Lee
A-983-S-075-FCL-003,C-2026-FCL,FCL-003,S-075,80,2026-08-27,transfer,fair_share,0.09,Marcus Lee
A-984-S-075-FCL-004,C-2026-FCL,FCL-004,S-075,86,2026-08-30,replenishment,door_index,0.11,Marcus Lee
A-985-S-075-FCL-005,C-2026-FCL,FCL-005,S-075,49,2026-08-28,initial,door_index,0.09,Marcus Lee
A-986-S-075-FCL-006,C-2026-FCL,FCL-006,S-075,43,2026-08-28,initial,size_curve,0.05,Marcus Lee
A-987-S-075-FCL-007,C-2026-FCL,FCL-007,S-075,58,2026-08-30,initial,door_index,0.13,Marcus Lee
A-988-S-075-FCL-008,C-2026-FCL,FCL-008,S-075,78,2026-08-29,initial,size_curve,0.13,Marcus Lee
A-989-S-075-FCL-009,C-2026-FCL,FCL-009,S-075,83,2026-08-28,initial,size_curve,0.06,Marcus Lee
A-990-S-075-FCL-010,C-2026-FCL,FCL-010,S-075,77,2026-08-28,replenishment,fair_share,0.06,Marcus Lee
A-991-S-068-FCL-001,C-2026-FCL,FCL-001,S-068,200,2026-08-28,initial,manual_override,0.08,Marcus Lee
A-992-S-068-FCL-002,C-2026-FCL,FCL-002,S-068,25,2026-08-30,initial,door_index,0.13,Marcus Lee
A-993-S-068-FCL-003,C-2026-FCL,FCL-003,S-068,50,2026-08-30,initial,fair_share,0.06,Marcus Lee
A-994-S-068-FCL-004,C-2026-FCL,FCL-004,S-068,23,2026-08-30,initial,size_curve,0.12,Marcus Lee
A-995-S-068-FCL-005,C-2026-FCL,FCL-005,S-068,23,2026-08-27,replenishment,size_curve,0.07,Marcus Lee
A-996-S-068-FCL-006,C-2026-FCL,FCL-006,S-068,34,2026-08-30,initial,fair_share,0.07,Marcus Lee
A-997-S-068-FCL-007,C-2026-FCL,FCL-007,S-068,59,2026-08-29,initial,size_curve,0.06,Marcus Lee
A-998-S-068-FCL-008,C-2026-FCL,FCL-008,S-068,23,2026-08-30,initial,fair_share,0.06,Marcus Lee
A-999-S-068-FCL-009,C-2026-FCL,FCL-009,S-068,45,2026-08-27,initial,fair_share,0.05,Marcus Lee
A-1000-S-068-FCL-010,C-2026-FCL,FCL-010,S-068,57,2026-08-30,initial,size_curve,0.05,Marcus Lee
A-1001-S-029-FCL-001,C-2026-FCL,FCL-001,S-029,200,2026-08-30,initial,fair_share,0.14,Marcus Lee
A-1002-S-029-FCL-002,C-2026-FCL,FCL-002,S-029,53,2026-08-29,initial,size_curve,0.05,Marcus Lee
A-1003-S-029-FCL-003,C-2026-FCL,FCL-003,S-029,49,2026-08-28,chase,size_curve,0.09,Marcus Lee
A-1004-S-029-FCL-004,C-2026-FCL,FCL-004,S-029,94,2026-08-29,initial,fair_share,0.06,Marcus Lee
A-1005-S-029-FCL-005,C-2026-FCL,FCL-005,S-029,77,2026-08-30,initial,door_index,0.15,Marcus Lee
A-1006-S-029-FCL-006,C-2026-FCL,FCL-006,S-029,50,2026-08-30,transfer,fair_share,0.14,Marcus Lee
A-1007-S-029-FCL-007,C-2026-FCL,FCL-007,S-029,98,2026-08-27,initial,door_index,0.09,Marcus Lee
A-1008-S-029-FCL-008,C-2026-FCL,FCL-008,S-029,46,2026-08-29,replenishment,manual_override,0.09,Marcus Lee
A-1009-S-029-FCL-009,C-2026-FCL,FCL-009,S-029,72,2026-08-29,initial,size_curve,0.06,Marcus Lee
A-1010-S-029-FCL-010,C-2026-FCL,FCL-010,S-029,47,2026-08-29,initial,size_curve,0.12,Marcus Lee
A-1011-S-036-FCL-001,C-2026-FCL,FCL-001,S-036,220,2026-08-30,initial,manual_override,0.06,Marcus Lee
A-1012-S-036-FCL-002,C-2026-FCL,FCL-002,S-036,58,2026-08-27,initial,size_curve,0.12,Marcus Lee
A-1013-S-036-FCL-003,C-2026-FCL,FCL-003,S-036,93,2026-08-27,initial,manual_override,0.08,Marcus Lee
A-1014-S-036-FCL-004,C-2026-FCL,FCL-004,S-036,94,2026-08-27,initial,fair_share,0.14,Marcus Lee
A-1015-S-036-FCL-005,C-2026-FCL,FCL-005,S-036,91,2026-08-27,chase,size_curve,0.07,Marcus Lee
A-1016-S-036-FCL-006,C-2026-FCL,FCL-006,S-036,83,2026-08-27,initial,manual_override,0.09,Marcus Lee
A-1017-S-036-FCL-007,C-2026-FCL,FCL-007,S-036,82,2026-08-30,initial,manual_override,0.09,Marcus Lee
A-1018-S-036-FCL-008,C-2026-FCL,FCL-008,S-036,77,2026-08-30,initial,door_index,0.06,Marcus Lee
A-1019-S-036-FCL-009,C-2026-FCL,FCL-009,S-036,52,2026-08-28,initial,manual_override,0.06,Marcus Lee
A-1020-S-036-FCL-010,C-2026-FCL,FCL-010,S-036,93,2026-08-27,initial,size_curve,0.13,Marcus Lee
A-1021-S-026-FCL-001,C-2026-FCL,FCL-001,S-026,220,2026-08-28,initial,manual_override,0.09,Marcus Lee
A-1022-S-026-FCL-002,C-2026-FCL,FCL-002,S-026,82,2026-08-27,transfer,size_curve,0.06,Marcus Lee
A-1023-S-026-FCL-003,C-2026-FCL,FCL-003,S-026,69,2026-08-30,initial,manual_override,0.1,Marcus Lee
A-1024-S-026-FCL-004,C-2026-FCL,FCL-004,S-026,80,2026-08-29,initial,fair_share,0.13,Marcus Lee
A-1025-S-026-FCL-005,C-2026-FCL,FCL-005,S-026,71,2026-08-30,transfer,manual_override,0.11,Marcus Lee
A-1026-S-026-FCL-006,C-2026-FCL,FCL-006,S-026,60,2026-08-29,initial,fair_share,0.13,Marcus Lee
A-1027-S-026-FCL-007,C-2026-FCL,FCL-007,S-026,82,2026-08-27,initial,door_index,0.08,Marcus Lee
A-1028-S-026-FCL-008,C-2026-FCL,FCL-008,S-026,71,2026-08-27,initial,size_curve,0.13,Marcus Lee
A-1029-S-026-FCL-009,C-2026-FCL,FCL-009,S-026,74,2026-08-30,chase,fair_share,0.15,Marcus Lee
A-1030-S-026-FCL-010,C-2026-FCL,FCL-010,S-026,96,2026-08-30,initial,size_curve,0.14,Marcus Lee
A-1031-S-003-FCL-001,C-2026-FCL,FCL-001,S-003,200,2026-08-27,initial,door_index,0.11,Marcus Lee
A-1032-S-003-FCL-002,C-2026-FCL,FCL-002,S-003,95,2026-08-28,replenishment,door_index,0.1,Marcus Lee
A-1033-S-003-FCL-003,C-2026-FCL,FCL-003,S-003,48,2026-08-28,initial,manual_override,0.13,Marcus Lee
A-1034-S-003-FCL-004,C-2026-FCL,FCL-004,S-003,76,2026-08-27,initial,manual_override,0.1,Marcus Lee
A-1035-S-003-FCL-005,C-2026-FCL,FCL-005,S-003,94,2026-08-29,initial,manual_override,0.08,Marcus Lee
A-1036-S-003-FCL-006,C-2026-FCL,FCL-006,S-003,77,2026-08-27,initial,size_curve,0.13,Marcus Lee
A-1037-S-003-FCL-007,C-2026-FCL,FCL-007,S-003,58,2026-08-28,initial,fair_share,0.06,Marcus Lee
A-1038-S-003-FCL-008,C-2026-FCL,FCL-008,S-003,63,2026-08-28,replenishment,fair_share,0.13,Marcus Lee
A-1039-S-003-FCL-009,C-2026-FCL,FCL-009,S-003,80,2026-08-28,initial,manual_override,0.08,Marcus Lee
A-1040-S-003-FCL-010,C-2026-FCL,FCL-010,S-003,62,2026-08-27,initial,door_index,0.07,Marcus Lee
A-1041-S-011-FCL-001,C-2026-FCL,FCL-001,S-011,220,2026-08-28,initial,fair_share,0.14,Marcus Lee
A-1042-S-011-FCL-002,C-2026-FCL,FCL-002,S-011,22,2026-08-28,initial,size_curve,0.05,Marcus Lee
A-1043-S-011-FCL-003,C-2026-FCL,FCL-003,S-011,57,2026-08-27,initial,manual_override,0.08,Marcus Lee
A-1044-S-011-FCL-004,C-2026-FCL,FCL-004,S-011,59,2026-08-27,initial,size_curve,0.09,Marcus Lee
A-1045-S-011-FCL-005,C-2026-FCL,FCL-005,S-011,39,2026-08-28,initial,manual_override,0.06,Marcus Lee
A-1046-S-011-FCL-006,C-2026-FCL,FCL-006,S-011,58,2026-08-29,initial,size_curve,0.07,Marcus Lee
A-1047-S-011-FCL-007,C-2026-FCL,FCL-007,S-011,34,2026-08-28,chase,door_index,0.1,Marcus Lee
A-1048-S-011-FCL-008,C-2026-FCL,FCL-008,S-011,19,2026-08-29,initial,fair_share,0.08,Marcus Lee
A-1049-S-011-FCL-009,C-2026-FCL,FCL-009,S-011,51,2026-08-27,replenishment,fair_share,0.12,Marcus Lee
A-1050-S-011-FCL-010,C-2026-FCL,FCL-010,S-011,52,2026-08-30,initial,size_curve,0.06,Marcus Lee
A-1051-S-069-FCL-001,C-2026-FCL,FCL-001,S-069,220,2026-08-27,initial,size_curve,0.13,Marcus Lee
A-1052-S-069-FCL-002,C-2026-FCL,FCL-002,S-069,56,2026-08-28,initial,size_curve,0.09,Marcus Lee
A-1053-S-069-FCL-003,C-2026-FCL,FCL-003,S-069,49,2026-08-28,initial,manual_override,0.08,Marcus Lee
A-1054-S-069-FCL-004,C-2026-FCL,FCL-004,S-069,47,2026-08-27,initial,door_index,0.14,Marcus Lee
A-1055-S-069-FCL-005,C-2026-FCL,FCL-005,S-069,55,2026-08-29,initial,door_index,0.12,Marcus Lee
A-1056-S-069-FCL-006,C-2026-FCL,FCL-006,S-069,44,2026-08-28,chase,manual_override,0.14,Marcus Lee
A-1057-S-069-FCL-007,C-2026-FCL,FCL-007,S-069,55,2026-08-30,initial,size_curve,0.1,Marcus Lee
A-1058-S-069-FCL-008,C-2026-FCL,FCL-008,S-069,30,2026-08-29,initial,size_curve,0.13,Marcus Lee
A-1059-S-069-FCL-009,C-2026-FCL,FCL-009,S-069,41,2026-08-28,replenishment,fair_share,0.11,Marcus Lee
A-1060-S-069-FCL-010,C-2026-FCL,FCL-010,S-069,41,2026-08-28,replenishment,door_index,0.08,Marcus Lee
A-1061-S-058-FCL-001,C-2026-FCL,FCL-001,S-058,220,2026-08-29,initial,fair_share,0.06,Marcus Lee
A-1062-S-058-FCL-002,C-2026-FCL,FCL-002,S-058,16,2026-08-29,initial,size_curve,0.1,Marcus Lee
A-1063-S-058-FCL-003,C-2026-FCL,FCL-003,S-058,50,2026-08-27,initial,fair_share,0.07,Marcus Lee
A-1064-S-058-FCL-004,C-2026-FCL,FCL-004,S-058,32,2026-08-29,initial,size_curve,0.12,Marcus Lee
A-1065-S-058-FCL-005,C-2026-FCL,FCL-005,S-058,26,2026-08-30,chase,manual_override,0.13,Marcus Lee
A-1066-S-058-FCL-006,C-2026-FCL,FCL-006,S-058,18,2026-08-30,initial,size_curve,0.14,Marcus Lee
A-1067-S-058-FCL-007,C-2026-FCL,FCL-007,S-058,41,2026-08-28,initial,fair_share,0.09,Marcus Lee
A-1068-S-058-FCL-008,C-2026-FCL,FCL-008,S-058,23,2026-08-29,initial,fair_share,0.1,Marcus Lee
A-1069-S-058-FCL-009,C-2026-FCL,FCL-009,S-058,52,2026-08-28,initial,fair_share,0.07,Marcus Lee
A-1070-S-058-FCL-010,C-2026-FCL,FCL-010,S-058,22,2026-08-28,initial,manual_override,0.13,Marcus Lee
A-1071-S-087-FCL-001,C-2026-FCL,FCL-001,S-087,220,2026-08-29,chase,door_index,0.06,Marcus Lee
A-1072-S-087-FCL-002,C-2026-FCL,FCL-002,S-087,51,2026-08-29,chase,manual_override,0.09,Marcus Lee
A-1073-S-087-FCL-003,C-2026-FCL,FCL-003,S-087,95,2026-08-30,initial,size_curve,0.12,Marcus Lee
A-1074-S-087-FCL-004,C-2026-FCL,FCL-004,S-087,47,2026-08-28,initial,manual_override,0.12,Marcus Lee
A-1075-S-087-FCL-005,C-2026-FCL,FCL-005,S-087,57,2026-08-29,initial,size_curve,0.13,Marcus Lee
A-1076-S-087-FCL-006,C-2026-FCL,FCL-006,S-087,41,2026-08-30,replenishment,fair_share,0.12,Marcus Lee
A-1077-S-087-FCL-007,C-2026-FCL,FCL-007,S-087,90,2026-08-29,initial,manual_override,0.08,Marcus Lee
A-1078-S-087-FCL-008,C-2026-FCL,FCL-008,S-087,84,2026-08-28,replenishment,fair_share,0.1,Marcus Lee
A-1079-S-087-FCL-009,C-2026-FCL,FCL-009,S-087,55,2026-08-27,initial,manual_override,0.14,Marcus Lee
A-1080-S-087-FCL-010,C-2026-FCL,FCL-010,S-087,98,2026-08-28,initial,door_index,0.08,Marcus Lee
A-1081-S-086-FCL-001,C-2026-FCL,FCL-001,S-086,180,2026-08-27,initial,manual_override,0.13,Marcus Lee
A-1082-S-086-FCL-002,C-2026-FCL,FCL-002,S-086,32,2026-08-30,replenishment,manual_override,0.1,Marcus Lee
A-1083-S-086-FCL-003,C-2026-FCL,FCL-003,S-086,41,2026-08-28,initial,fair_share,0.13,Marcus Lee
A-1084-S-086-FCL-004,C-2026-FCL,FCL-004,S-086,59,2026-08-28,initial,size_curve,0.09,Marcus Lee
A-1085-S-086-FCL-005,C-2026-FCL,FCL-005,S-086,50,2026-08-28,initial,fair_share,0.13,Marcus Lee
A-1086-S-086-FCL-006,C-2026-FCL,FCL-006,S-086,56,2026-08-29,initial,door_index,0.05,Marcus Lee
A-1087-S-086-FCL-007,C-2026-FCL,FCL-007,S-086,27,2026-08-28,initial,fair_share,0.06,Marcus Lee
A-1088-S-086-FCL-008,C-2026-FCL,FCL-008,S-086,30,2026-08-29,replenishment,manual_override,0.13,Marcus Lee
A-1089-S-086-FCL-009,C-2026-FCL,FCL-009,S-086,35,2026-08-27,initial,door_index,0.08,Marcus Lee
A-1090-S-086-FCL-010,C-2026-FCL,FCL-010,S-086,58,2026-08-28,initial,door_index,0.06,Marcus Lee
A-1091-S-012-FCL-001,C-2026-FCL,FCL-001,S-012,200,2026-08-29,initial,manual_override,0.14,Marcus Lee
A-1092-S-012-FCL-002,C-2026-FCL,FCL-002,S-012,51,2026-08-29,initial,fair_share,0.14,Marcus Lee
A-1093-S-012-FCL-003,C-2026-FCL,FCL-003,S-012,56,2026-08-29,replenishment,manual_override,0.07,Marcus Lee
A-1094-S-012-FCL-004,C-2026-FCL,FCL-004,S-012,59,2026-08-29,initial,manual_override,0.11,Marcus Lee
A-1095-S-012-FCL-005,C-2026-FCL,FCL-005,S-012,24,2026-08-30,chase,door_index,0.14,Marcus Lee
A-1096-S-012-FCL-006,C-2026-FCL,FCL-006,S-012,22,2026-08-30,initial,manual_override,0.13,Marcus Lee
A-1097-S-012-FCL-007,C-2026-FCL,FCL-007,S-012,44,2026-08-27,initial,door_index,0.07,Marcus Lee
A-1098-S-012-FCL-008,C-2026-FCL,FCL-008,S-012,32,2026-08-28,initial,manual_override,0.06,Marcus Lee
A-1099-S-012-FCL-009,C-2026-FCL,FCL-009,S-012,28,2026-08-29,transfer,size_curve,0.12,Marcus Lee
A-1100-S-012-FCL-010,C-2026-FCL,FCL-010,S-012,27,2026-08-27,initial,door_index,0.05,Marcus Lee
A-1101-S-066-FCL-001,C-2026-FCL,FCL-001,S-066,200,2026-08-29,initial,door_index,0.09,Marcus Lee
A-1102-S-066-FCL-002,C-2026-FCL,FCL-002,S-066,83,2026-08-27,initial,manual_override,0.06,Marcus Lee
A-1103-S-066-FCL-003,C-2026-FCL,FCL-003,S-066,60,2026-08-27,initial,manual_override,0.12,Marcus Lee
A-1104-S-066-FCL-004,C-2026-FCL,FCL-004,S-066,87,2026-08-28,initial,fair_share,0.06,Marcus Lee
A-1105-S-066-FCL-005,C-2026-FCL,FCL-005,S-066,99,2026-08-29,initial,size_curve,0.15,Marcus Lee
A-1106-S-066-FCL-006,C-2026-FCL,FCL-006,S-066,100,2026-08-30,initial,manual_override,0.08,Marcus Lee
A-1107-S-066-FCL-007,C-2026-FCL,FCL-007,S-066,65,2026-08-28,initial,fair_share,0.11,Marcus Lee
A-1108-S-066-FCL-008,C-2026-FCL,FCL-008,S-066,56,2026-08-29,initial,size_curve,0.14,Marcus Lee
A-1109-S-066-FCL-009,C-2026-FCL,FCL-009,S-066,48,2026-08-30,initial,manual_override,0.06,Marcus Lee
A-1110-S-066-FCL-010,C-2026-FCL,FCL-010,S-066,47,2026-08-28,initial,door_index,0.1,Marcus Lee
A-1111-S-051-FCL-001,C-2026-FCL,FCL-001,S-051,200,2026-08-28,chase,size_curve,0.14,Marcus Lee
A-1112-S-051-FCL-002,C-2026-FCL,FCL-002,S-051,56,2026-08-28,initial,manual_override,0.14,Marcus Lee
A-1113-S-051-FCL-003,C-2026-FCL,FCL-003,S-051,60,2026-08-27,initial,door_index,0.11,Marcus Lee
A-1114-S-051-FCL-004,C-2026-FCL,FCL-004,S-051,99,2026-08-27,initial,door_index,0.06,Marcus Lee
A-1115-S-051-FCL-005,C-2026-FCL,FCL-005,S-051,51,2026-08-30,initial,door_index,0.12,Marcus Lee
A-1116-S-051-FCL-006,C-2026-FCL,FCL-006,S-051,67,2026-08-30,transfer,manual_override,0.05,Marcus Lee
A-1117-S-051-FCL-007,C-2026-FCL,FCL-007,S-051,62,2026-08-27,initial,fair_share,0.13,Marcus Lee
A-1118-S-051-FCL-008,C-2026-FCL,FCL-008,S-051,95,2026-08-29,initial,fair_share,0.07,Marcus Lee
A-1119-S-051-FCL-009,C-2026-FCL,FCL-009,S-051,58,2026-08-29,replenishment,size_curve,0.11,Marcus Lee
A-1120-S-051-FCL-010,C-2026-FCL,FCL-010,S-051,82,2026-08-29,initial,fair_share,0.1,Marcus Lee
A-1121-S-100-FCL-001,C-2026-FCL,FCL-001,S-100,220,2026-08-29,initial,fair_share,0.07,Marcus Lee
A-1122-S-100-FCL-002,C-2026-FCL,FCL-002,S-100,46,2026-08-30,replenishment,fair_share,0.08,Marcus Lee
A-1123-S-100-FCL-003,C-2026-FCL,FCL-003,S-100,58,2026-08-30,initial,fair_share,0.13,Marcus Lee
A-1124-S-100-FCL-004,C-2026-FCL,FCL-004,S-100,24,2026-08-30,initial,manual_override,0.1,Marcus Lee
A-1125-S-100-FCL-005,C-2026-FCL,FCL-005,S-100,32,2026-08-30,initial,fair_share,0.12,Marcus Lee
A-1126-S-100-FCL-006,C-2026-FCL,FCL-006,S-100,43,2026-08-28,chase,door_index,0.07,Marcus Lee
